cleaned_text	lemm_text
-Да купите ему новую кружку. -Угу. Куплю.	да купить новый кружка угу купить
-В шесть часов надо прийти. -Может, другую больницу найдем?	в шесть часы прийти мочь другой больница найти
-Ну-ка, идем со мной.	нук идти я
Навруз Булатович заведовал кафедрой в Самарканде, он уважаемый человек,	навруз булат заведовать кафедра самарканд уважаемый человек
а ты такие вещи при нем говоришь. Нормальная больница...	такой вещий немой говорить нормальный больница
Знаешь, сколько стоит в твоей нормальной больнице мне кровь сдать?	знаешь сколько стоить твой нормальный больница кровь сдать
А диаспора для нас открывает такие пункты, цены придерживает,	а диаспора открывать такой пункт цена придерживать
потому что мы тоже люди. -Что ты так завелась?	человек что завестись
Я просто уточнил. -Вон там налево.	я просто уточнить вон налево
-Хочешь, я у этого Нафруза тоже обследуюсь?	хотеть нафруз обследоваться
-Навруза. -Ну. А я как сказал?	навруза ну а сказать
"-Булатовича. ""Нафруза"" сказал."	булат нафруз сказать
-Я никуда не поеду. Пусть он уйдет. -Никто не собирается вас в больнице	я никуда поехать пусть уйти никто собираться больница
оставлять, мы просто туда съездим, сделаем кардиограмму, сдадим кровь	оставлять просто туда съездить сделать кардиограмма сдать кровь
и приедем обратно. Володя - наш водитель.	приехать обратно володя наш водитель
-На мента похож. -Нам нужны новые анализы,	на мент похожий мы нужный новое анализ
чтобы понимать, как вас лечить. -Звони в свою фирму,	понимать лечить звонить фирма
я разрываю контракт. -Арсений Семенович,	разрывать контракт арсений семён
вы не нервничайте, у вас давление.	нервничать давление
Давайте никуда не поедем! Все! Мы никуда не едем,	давать никуда поехать весь мы никуда ехать
вы, главное, не нервничайте.	вы главный нервничать
Ты что делаешь? -Хочу проверить...	ты делать хотеть проверить
Смотри, как интересно. Он что, свои фото тоже выбросил?	смотреть интересно он что свой фото выбросить
-Не знаю, не видела. -А где документы?	не знать видеть а документ
-Володя, я прошу. Ты видишь, он тебя боится? Уйди, а...	володя просить ты видеть бояться уйти а
-Из него тромбонист, как из меня балерина.	из тромбонист балерина
-Ой, господи... Уйди!	ой господь уйти
-Опять вы здесь! Ну-ка, давайте отсюда. Давай быстрее.	опять здесь нук давать отсюда давать быстрый
В следующий раз милицию вызову. Повадились здесь...	в следующий милиция вызов повадиться здесь
Как они сюда попадают? Вы дверь получше закрывайте, а то бомжи	как сюда попадать вы дверь хороший закрывать бомж
к нам в подъезд повадились. Не знаю, трубач их, что ли, пускает.	мы подъезд повадиться не знать трубач они ли пускать
-Трубач? Из этой квартиры? -Ну да. Который в шапке да в пальто	трубач из квартира ну да который шапка пальто
ходит, зимой и летом одним цветом. -Почему решили, что он их пускает?	ходить зимой летом один цвет почему решить пускать
-Так они все время около его квартиры трутся. А вонь-то какая стоит.	так время около квартира тереться а воньто стоить
Я думала, что дед помер: сколько дней ни на трубе не играет,	я думать дед помереть сколько день труба играть
ни музыку не слушает. А вчера вдруг музыка, и шум на лестнице,	музыка слушать а вчера музыка шум лестница
"и дед кричит: ""Прости, сынок"". От него мужик какой-то выскочил,"	дед кричать простить сынок от мужик какойтый выскочить
что-то ему на ходу ответил. Сын, наверное.	чтоть ход ответить сын наверное
-Наверное.	наверное
Вы подробнее не припомните, как бомж выглядел?	вы дробный припомнить бомж выглядеть
-Бомж как бомж. -Вы говорили, хромой.	бомж бомж вы говорить хрома
-Может, и хромой. -А усы были?	мочь хрома а уса быть
-Может, и с усами был. У меня же 80 человек в отделении.	мочь ус быть у 80 человек отделение
Разве я всех упомню?	разве упомнить
-Больше его никто не видел? -Может, и видел.	большой никто видеть мочь видеть
-Может, и кружку найдем? -А может, и найдем.	мочь кружка найти а мочь найти
-170 на 100. Немножко повышенное.	170 100 немножко повышенный
ЗВОНОК В ДВЕРЬ	звонок в дверь
-Здравствуйте. Хотел уточнить у шефа, я на сегодня свободен?	здравствовать хотеть уточнить шеф сегодня свободный
-Свободен. -Пусть он уйдет,	свободный пусть уйти
я от него нервничаю. -Арсений Семенович,	нервничать арсений семён
наверное, инструмент давно в руки не брали.	наверное инструмент давно рука брать
-Давно. -И по оркестру скучаете.	давно и оркестр скучать
-Бывает, взгрустну.	бывать взгрустнуть
Пусть он уйдет.	пусть уйти
-Ты что задумал? Ты видишь, он тебя боится? Уходи.	ты задумать ты видеть бояться уходить
-Ты что, в самом деле думаешь, что он тромбонист?	ты что самый дело думать тромбонист
Он двух слов связать не может. -Я не понимаю, к чему ты ведешь.	он два слово связать мочь я понимать что вести
-В одной палате оказались Должанский, тромбонист, хромой, с усами,	в один палата оказаться должанский тромбонист хрома ус
и Дулев, бомж, тоже хромой, тоже с усами. Ночью один из них умер.	дулевый бомж хрома ус ночью умереть
"Я предполагаю, что это Должанский. Ну а дальше ""Принц и нищий""."	я предполагать это должанский ну далёкий принц нищий
Сама подумай: в больнице их кровати стояли рядом, так?	сам подумать больница кровать стоять ряд так
-И что? Ты хочешь сказать, он своего соседа по палате убил?	и что ты хотеть сказать свой сосед палата убить
-Нет, он сам умер. Должанский умер сам, а он занял его место -	нет умереть должанский умереть сам занять место
все просто. -Не может такого быть.	просто не такой быть
-Сама увидишь. Я ему задам пару вопросов, и он расколется.	сам увидеть я задать пара вопрос расколоться
-Подожди! Если ты прав, его что, на улицу выгонят?	подождать если право что улица выгнать
-Да нет, посадят за мошенничество.	да нет посадить мошенничество
-Арсений Семенович, вы тут? -Можешь не стучать, его здесь нет.	арсений семён тут мочь стучать нет
Ни пальто, ни шапки. -Может, он в магазин вышел.	ни пальто шапка мочь магазин выйти
-И не мечтай. Он все слышал, дал деру, стреляный воробей.	и мечтать он слышать дать драть стреляный воробей
Найди его паспорт. -Ага.	найти паспорт ага
Странно, денег нет, а документ оставил.	странно деньга нет документ оставить
-Сумку свою проверь.	сумка проверить
Он что, с паспортом чай пил? -Тысячу взял, две оставил.	он что паспорт чаять пить тысяча взять два оставить
-Милосердный.	милосердный
ЗВОНОК В ДВЕРЬ	звонок в дверь
А это кто? -Может, вернулся?	а это кто мочь вернуться
-А Дуля?	а дуля
-Ну-ка!	нук
Дай тысячу рублей.	дать тысяча рубль
-Зачем это?	зачем это
-Там менты. Пойдем.	там мент пойти
-Ребята, у меня для вас есть тысяча.	ребята тысяча
Спасибо, понял.	спасибо понять
Давай я тебя отвезу, потом поеду. -Думаешь, он у сына?	давать отвезти поехать думать сын
-Это наша единственная зацепка. По крайней мере, он знает, где отец.	это наш единственный зацепка по крайний мера знать отец
Если он отец. -Жалко мне его.	если отец жалко он
А если он хотел начать с чистого листа? Знаешь,	а хотеть начать чистый лист знаешь
просто начать жизнь заново? -А ты бы хотела сначала?	просто начать жизнь заново а хотеть сначала
Ну с чистого листа?	ну чистый лист
-Может быть.	мочь быть
Да нет, не хотела бы.	да нет хотеть бы
-А я бы запросто. Я бы все поменял. Ну я так, гипотетически.	а запросто я поменять ну так гипотетичёска
-Понимаю.	понимать
Ну что, ты полиции сообщишь?	ну что полиция сообщить
-Я еще не решил.	я решить
-Я сразу понял, что тут что-то не то. Хату, говорит, мне бог послал.	я сразу понять чтоть то хату говорить бог послать
Так я ему и поверил! Здесь, поди, в теплушке, охрана его пускает -	так поверить здесь поди теплушка охрана пускать
вот он и греется, больше ему деваться некуда.	греться деваться некуда
Ох!	ох
Батя! Ты живой? Просыпайся.	батя ты живой просыпаться
-Ну что, Дулев, все... Давай, рассказывай.	ну что дулевый весь давать рассказывать
И тысячу мне быстренько вернул. -Тысячи нет, надо же чем-то питаться.	и тысяча быстренько вернуть тысяча нет чемтый питаться
-Я отдам. Давай, батя, не придуривайся.	я отдать давать батя придуриваться
-С чего начинать? -С самого начала:	с начинать с самый начало
как в больницу загремел и так далее.	больница загреметь далее
-Однажды, в студеную зимнюю пору... -Батя, кончай!	однажды студёный зимний пора батя кончать
-Ну, давай, взяли.	ну давать взять
-Все, взяли.	весь взять
-Арсений Семенович, просыпайтесь на выписку. Фирма за вами	арсений семён просыпаться выписка фирма вы
машину прислала.	машина прислать
-Здравствуйте. Я ваша новая медсестра, буду за вами ухаживать.	здравствовать я ваш новый медсестра быть вы ухаживать
Для начала скажите, что вам купить, я сбегаю.	для начало сказать купить сбегать
-Селедки с картошкой можно? -Бочковую? В консервах? Соленую?	селёдка картошка можно бочковый в консервы солёный
Слабосоленую? -Ага.	слабосоленый ага
-Слышь, Федя, я тут подумал... Короче, держи, это ключи от квартиры.	слышь федя подумать короче держать это ключ квартира
-А заявлять не будешь? -Я ничего не знаю,	а заявлять быть я знать
сами решайте. Держи.	сам решать держать
Бывай!	бывать
-Спасибо!	спасибо
Батя... -Мм?	батя мм
-Меня жена ждет. -Маринка. Видел,	я жена ждать маринка видеть
из машины выходила. -Беременная она.	машина выходить беременный она
-Да ты что? Это же хорошо, а то живете...	да что это хорошо жить
-Короче, на, держи. Это ключи от квартиры. Мент этот никому	короче на держать это ключ квартира мент никто
ничего не скажет. Ты понял? И живи спокойно.	сказать ты понять и живить спокойно
Все. Москвич ты теперь, Арсений Семенович.	весь москвич теперь арсений семён
-Живи не живи, а жизнь прошла. -И что ты не заходишь?	живить живить жизнь пройти и заходить
Адрес знаешь. Маринка солянку приготовит.	адрес знаешь маринка солянка приготовить
-Солянку я завсегда, солянку... Прости меня, сынок.	солянка завсегда солянка простить я сынок
-Батя, хватит придуриваться, садись в машину! Клоун!	батя хватить придуриваться садиться машина клоун
-Я не пью ни капли. Ты знаешь, как стекло хожу.	я пить капля ты знаешь стекло ходить
-Пока меня в маленькой комнате поселил для прислуги.	пока маленькая комната поселить прислуга
Уборка, готовка - все на мне. Я его на свой плов подсажу -	уборка готовка я я свой плов подсадить
не слезет.	слезть
-Привет. -Здрасте.	привет здравствовать
-Это в багажник поместится? -Поместится. Такое вам спасибо.	это багажник поместиться поместиться такой спасибо
Я генерала просить не стала, пусть видит, что меня мужик провожает.	я генерал просить стать пусть видеть мужик провожать
Последний шанс, у меня назад пути нет, из фирмы меня уволили.	последний шанс назад путь нет фирма уволить
-За что? -Тромбонист на меня жалобу накатал	за что тромбонист жалоба накатать
и от пожизненной ренты отказался. Совсем из ума выжил старый.	пожизненный рента отказаться совсем ум выжить старый
Собаку с улицы притащил, заставил меня пса шампунем мыть. Тьфу!	собака улица притащить заставить пёс шампунь мыть тьфу
Володя, вы за сестрой присмотрите, а. У вас столько знакомых в городе -	володя сестра присмотреть а у столько знакомый город
найдите ей мужчину холостого. -А я на рыбалку съезжу	найти мужчина холостой а рыбалка съездить
и сразу начну искать. А ей лучше блондина или брюнета?	сразу начать искать а блондин брюнет
-Внешность в мужчине не главное. Главное, чтобы жилплощадь была	внешность мужчина главный главный жилплощадь
и доброта. -Так это ж я.	доброта так это я
