cleaned_text	lemm_text
Один вечер в неделю в Футхилл,	вечер неделя футхилл
и она просто не щадит себя,	просто щадить
работая над проектом,	работать проект
но ей нравится.	нравиться
Можешь поверить?	мочь поверять
Могу.	мочь
Ладно, пойду выброшу этот помидор.	ладно пойти выбрасывать помидор
О боже, извини, что не забрала его.	боже извинять забирать
Нет, сюда, мусорка…	сюда мусорка …
- Где? - Эй, я...	эй ...
Удачной дороги, хорошо?	удачный дорога
Я… Я буду скучать по тебе.	… скучать
Донна, это…	донна это …
Хейли?	хейль
Что случилось?	случаться
Я не могу открыть рабочий файл.	мочь открывать рабочий файл
Я пытаюсь открыть его,	пытаться открывать
а он пишет “Диск не готов”.	писать  “ диск готовый ”
Ты ударил его своей штукой?	ударять свой штука
- Что? - Футбэг, Кев.	футбэг кев
Нет, я просто отдыхал тут.	просто отдыхать
Это мой проект за семестр!	это проект семестр
- Хорошо. - Подожди.	подождать
Ладно, попробуй еще.	ладно попробовать
Та же самая ошибка.	самый ошибка
Да, диск не крутится.	диск крутиться
Ненавижу эти дурацкие вещи!	ненавидеть дурацкий вещь
Дыши. Кевин, у тебя есть деньги?	дышать кевин деньги
У меня 20 баксов за доставку	20 бакс доставка
индейки на День благодарения пожилым людям.	индейка день благодарение пожилой человек
Хорошо, отлично, ты можешь сделать мне одолжение	отлично мочь сделать одолжение
и сводить ее в кино или еще куда?	сводить кино
- Нет, мне нужно сделать это. - Я знаю.	нужно сделать это знать
Вышел “Звездный путь: Поколения”.	выходить  “ звездный путь поколение ”
Ладно, хорошо.	ладно
Ладно.	ладно
Стоп.	стоп
О, да.	
Да, головка на диске застряла.	головка диск застревать
Если я смогу его снять и зафиксировать,	смочь снимать зафиксировать
мы проверим данные.	проверять данные
Что ж, если он загрузится,	загружаться
я проверю содержимое.	проверять содержимое
Прости за это. Я знаю, ты хотела уехать.	прощать это знать хотеть уезжать
Нет. Нет,	
не то, чтобы я отчаянно хочу увидеть Карсон Сити.	отчаянно хотеть увидеть карсон сити
О, неприятный звук.	неприятный звук
Но, эй, приступим.	эй приступать
О, Боже, мне нужно готовиться.	боже нужно готовиться
Можешь продолжить?	мочь продолжать
Да, да.	
Как продвигается?	продвигаться
- Господи. - Что?	господи
Нет, ты просто… ты...	просто … ...
у тебя так здорово это получается.	здорово это получаться
О. Да.	
Одно из преимуществ	преимущество
организации модной коктейльной вечеринки.	организация модный коктейльный вечеринка
Итак?	итак
Ну, файлы повреждены.	файл повреждать
Я пытаюсь выяснить,	пытаться выяснять
есть ли способ восстановить данные.	способ восстанавливать данные
Что ж, надеюсь, мы сможем хоть что-то сохранить.	надеяться смочь что-то сохранять
Так что, ты просто пинаешь?	просто пинать
Да, просто… просто пинаешь.	просто … просто пинать
Как выигрываешь?	выигрывать
Просто… просто используешь колени и другие места.	просто … просто использовать колено место
Не понимаю.	понимать
Знаешь, что меня действительно бесит, -	"знать действительно бесить , -
"
что Джо просто взял и уехал.	джо просто взять уезжать
Да, все развалилось,	разваливаться
но просто встать и...	просто вставать ...
Не важно.	важно
Не получилось.	получаться
Здесь ничего не получилось, так что...	ничто получаться ...
И мне жаль, что я не сказала тебе,	жаль сказать
что скоро уезжаю.	скоро уезжать
Я просто...	просто ...
Я просто хотела принять решение,	просто хотеть принимать решение
и чтобы никто меня не отговаривал.	никто отговаривать
Эй, если это то, чего ты хочешь,	эй это хотеть
это то, чего ты хочешь.	это хотеть
Да, господи.	господи
Если вы делаете то, что вы всегда делали,	делать делать
вы получите то, что всегда получали.	получать получать
Если лифт сломан, поднимайся по лестнице.	лифт сломать подниматься лестница
Это работает, если работаешь.	это работать работать
Если только не одна неудача за другой.	неудача
Встречи?	встреча
О...	...
Немного.	немного
А у тебя?	
Моя мама.	мама
Во время этой поездки я могла бы увидеться с ней.	время поездка мочь увидеться
Это хорошо.	это хороший
Боже, кажется, диск поджарился.	боже казаться диск поджариваться
Ты скопировала файл	скопировать файл
перед тем, как преобразовать его в расширенный текст, верно?	преобразовывать расширенный текст верно
Да, но я пропустила RTF	пропускать rtf
и перешла прямо в шестнадцатеричный редактор.	переходить прямо шестнадцатеричный редактор
Перестрой заголовок и проверь разрешения.	перестраивать заголовок проверять разрешение
Даже если есть контроль версий?	контроль версия
Ты хочешь восстановить данные	хотеть восстанавливать данные
или снова заставить плакать 15-летнюю девочку?	снова заставлять плакать 15 летний девочка
Ладно.	ладно
Эй.	эй
Что если мы снова будем работать вместе?	снова работать вместе
Что, у тебя… У тебя есть идея?	… идея
Нет, идея может прийти позже.	идея мочь приходить поздно
Это не важно.	это важный
Прости.	прощать
Это, эмм… О, Боже, да.	это эмма … боже
- Что… Я… - Нет. Нет, нет, нет, нет, нет.	… …
- Нет, нет, нет. Прошу, забудь, что я сказала. - Прости.	просить забывать сказать прощать
Я… Я не знаю, о чем я думала.	… знать думать
Кэмерон.	кэмерон
Прости.	прощать
Проверю закуски.	проверять закуска
Я вернусь.	вернуться
Ладно, да, я продолжу работать.	ладно продолжать работать
Итак, представь, нас пятерых	итак представлять пятеро
запихали в арендованный Land Rover,	запихать арендовать land rover
а у Кимберли токсикоз.	кимберли токсикоз
А ирландские дороги построены,	ирландский дорога построить
не знаю, для конных экипажей.	знать конный экипаж
Джон...	джон ...
Джон останавливается и фотографирует	джон останавливаться фотографировать
каждый трилистник, что мы видим.	каждый трилистник видеть
Каждый гребанный трилистник.	каждый гребанный трилистник
И что важнее,	важный
то, что ты сделала с фирмой	сделать фирма
за последние три месяца…	последний месяц …
потрясающе.	потрясающе
Спасибо.	спасибо
Это действительно многое значит.	это действительно многое значит
Кэмерон здесь.	кэмерон
Я думала, к этому моменту она будет на другом конце страны.	думать момент конец страна
Да, я тоже. Такой был план.	план
Но она…	…
Она внезапно выдвинула идею	внезапно выдвигать идея
снова работать со мной.	снова работать
Стоя на пороге	стоять порог
и сложив все пожитки в серебристый фургон?	слагать весь пожитки серебристый фургон
Да, ну, это ее дар.	это дар
Думать о невозможном.	думать невозможный
Есть успехи?	успех
Ясно.	ясно
Как фильм?	фильм
Странный.	странный
Кирк застрял в такой	кирк застревать
“ленте” с замороженным временем,	“ лента ”  замораживать время
и несколько десятилетий многократно проживал	несколько десятилетие многократно проживать
счастливейшие моменты своей жизни.	счастливый момент свой жизнь
А потом Пикар приходит и такой:	пикар приходить
“Чувак, выходи оттуда. Ты должен помочь мне”.	“ чувак выходить оттуда должный помогать ”
И Кирк такой: “Конечно”, и выходит,	кирк : “ ”,  выходить
и мгновенно умирает.	мгновенно умирать
Пикар - засранец.	пикар засранец
Где Кевинатор?	кевинатор
Наверное, пожирает тартар из тунца,	наверное пожирать тартар тунец
как тупая барракуда.	тупой барракуда
Джо написал тебе письмо?	джо написать письмо
Да. А что?	
Оно только для меня.	оно
Да, ты права. Извини.	правый извинять
Ты любила его?	любить
Да.	
Любила.	любить
Я просто… просто вкратце перескажу.	просто … просто вкратце пересказывать
Он говорит, что ему нужно начать с начала,	говорить нужно начинать начало
и что он не запустил рекламу Comet,	запускать реклама comet
потому что, понимаешь…	понимать …
Он говорит о том, как UNC	говорить unc
запустили свою радиостанцию в интернет.	запускать свой радиостанция интернет
Что?	
Это наша шутка. Ты не поймешь.	это наш шутка понимать
Да.	
Он говорит, что мой папа гордился мной,	говорить папа гордиться
и что если он будет в городе,	город
то придет повидаться с нами.	прийти повидаться
И говорит не забывать его,	говорить забывать
даже когда я буду управлять всей Кремниевой долиной.	управлять весь кремниевый долина
Он снова шутит.	снова шутить
Да, Армонк, где это?	армонк это
Он оттуда родом.	оттуда род
Это там, где IBM.	это ibm
Эй, извини, что мы не смогли восстановить твои данные.	эй извинять смочь восстанавливать твой данные
Ничего.	
Как сказал Джо.	сказать джо
Что?	
Начать заново.	начинать заново
Хорошо.	
Ну…	…
Найди меня во временной “ленте”.	находить временной  “ лента ”
Найду.	находить
Да, хорошо.	
Прошу прощения, я на секунду.	просить прощение секунда
Я просто…	просто …
Спасибо.	спасибо
Я просто…	просто …
Я хотела поблагодарить вас, ребята, за то, что пришли сегодня.	хотеть поблагодарить ребята приходить сегодня
“Ребята”.	“ ребята ”
Видите, с чем мы имеем дело?	видеть иметь дело
Когда я окончила Беркли в 75-ом	оканчивать беркли 75 ом
со степенью по информатике,	степень информатика
никто и глазом не моргнул.	никто глаз моргнуть
Наверное, потому, что тогда	наверное
кодеры были вроде секретарей и инженеров,	кодер вроде секретарь инженер
что значит - маленькие солдатики на сборочной линии,	значить маленький солдатик сборочный линия
были невидимы.	невидимый
И мы привыкли к этому.	привыкать это
Но в определенный момент эта должность стала важной.	определенный момент должность становиться важный
И не поймите меня неправильно,	понимать неправильно
я с радостью готова тусить с вами, “ребятами”, в любое время,	радость готовый тусить , “ ребята ”,  любой время
и есть хорошую еду,	хороший еда
но я надеюсь, что к тому времени, когда мои дочери будут моего возраста,	надеяться время дочь возраст
что им больше не придется проводить таких встреч,	приходиться проводить встреча
чтобы напоминать себе, что они действительно здесь.	напоминать действительно
Я нахожусь в тех-индустрии 18 лет.	находиться индустрия 18 год
Я побеждала.	побеждать
И проигрывала.	проигрывать
Я женщина,	женщина
которая исключила свою женщину-партнера из ее же компании,	который исключать свой женщина партнер компания
компании, которую она создала.	компания который создавать
Я женщина, которая потеряла брак,	женщина который потерять брак
среди прочего,	среди прочее
из-за этой работы.	из-за работа
Иногда я не сплю по ночам,	спать ночь
беспокоясь, достаточно ли я провожу времени с детьми,	беспокоиться достаточно провожать время ребенок
достаточно ли мы близки,	достаточно близкий
или уже слишком поздно.	слишком поздно
Но…	…
Я кое-чего добилась.	кое-что добиваться
За это всегда приходится платить, но я сделала это.	это приходиться платить сделать это
Одна из многих вещей, которые я поняла:	многий вещь который понимать
неважно, что ты делаешь,	неважно делать
поблизости всегда есть кто-то,	поблизости кто-то
у кого есть версия получше.	версия
И если это мужчина,	это мужчина
то не факт, что это действительно лучше.	факт это действительно
Просто привлекает больше внимания.	просто привлекать внимание
А иногда этот человек - вы сами.	человек
Та часть вас, которая никогда не останавливается на достигнутом,	часть который останавливаться достигать
потому что одержима тем, что же дальше.	одержимый далеко
Единственное неизменное во всем этом -	единственный неизменный это
это Вы, это все мы.	это это весь
Проект приводит нас к людям.	проект приводить человек
