cleaned_text	lemm_text
Он тебя зовет.	он звать
Постой.	постоять
Но...	но
Так это Тим?	так это тим
Вначале он был настроен очень оптимистично.	вначале настроить очень оптимистично
Все его мысли были только об Алане, это его поддерживало.	весь мысль алан это поддерживать
Но когда болезнь перешла уже в последнюю стадию, я заметила перемены в нем.	но болезнь перейти последний стадия заметить перемена немой
А что у него?	а он
Лимфома.	лимфома
Он решил, что здесь ему будет лучше, практически не выходит из палаты.	он решить хороший практически выходить палата
Проводит много времени с Аланом.	проводить время алан
Можно пирожное?	можно пирожное
Алан, ты помнишь Джона?	алан помнить джон
Здравствуй, Джон!	здравствовать джон
Привет, Алан.	привет алан
Такой большой.	такой большой
Как ты?	как ты
Куплю ему пирожное.	купить пирожное
Купи, ради Бога. А то все уши прожужжал.	купить ради бог а ухо прожужжать
Пойдем, Алан.	пойти алан
Хочешь, небось, надрать мне задницу.	хотеть небось надрать задница
Место здесь не самое подходящее.	место самый подходящий
В этом и был мой коварный план.	в коварный план
Мерзкий план.	мерзкий план
Я люблю ее.	я любить она
Все, что было в моей жизни до нее, закончилось.	весь мой жизнь нея закончиться
Снова белый лист.	снова белый лист
Я должен был сказать тебе это	я должный сказать ты это
и повиниться за то, что все твое теперь так далеко.	повиниться то твой далеко
Зато я спокоен, что с Аланом всегда будет человек,	зато спокойный алан человек
который о нем позаботится.	который немой позаботиться
Что он всегда будет в надежных руках.	что надёжный рука
Она все еще тебя любит.	она любить
Это можно читать на ее лице.	это читать лицо
И как бы я того ни хотел,	и хотеть
но она ни разу не посмотрела на меня так, как на тебя.	раз посмотреть так ты
И ты должен знать.	и должный знать
Будь осторожен, Алан!	быть осторожный алан
Все еще любит лошадей.	весь любить лошадь
Да, будет возиться с ними до самой ночи.	да возиться они самый ночь
Я должна забрать его из больницы.	я должный забрать больница
Пусть он будет дома.	пусть дом
В Техасе одна компания выпускает экспериментальную партию лекарств.	в техас один компания выпускать экспериментальный партия лекарство
Вдруг поможет.	вдруг помочь
Страховка ничего не оплачивает.	страховка оплачивать
Мои продали свой дом год назад.	мой продать свой дом год назад
Выручили нас.	выручить мы
Плюс благотворительные фонды.	плюс благотворительный фонд
Не думала, что деньги могут кончиться так быстро.	не думать деньга мочь кончиться быстро
Поужинай со мной.	поужинать я
Выпиваешь?	выпивать
Бокал или два за ужином.	бокал ужин
Тим меня приучил пару лет назад.	тим приучить пара год назад
Что ты так смотришь?	что смотреть
В смысле?	в смысл
Как смотрю?	как смотреть
По-другому.	подругий
А как я должен смотреть?	а должный смотреть
Ты другая.	ты другой
Не знаю, что я делаю тут.	не знать делать тут
К чему это все?	к что это весь
Нужно ли сидеть, ужинать, разговаривать и не говорить самого главного?	нужно сидеть ужинать разговаривать говорить самый главный
Что мне нужно сказать?	что нужно сказать
Что ты хочешь услышать?	что хотеть услышать
Почему не позвонила?	почему позвонить
Почему ты не позвонила?	почему позвонить
Неужели я не заслужил нормального объяснения вместо этого письма?	неужели заслужить нормальный объяснение вместо письмо
Как ты могла не позвонить мне? Не дать мне шанс изменить ситуацию?	как мочь позвонить я не дать шанс изменить ситуация
Я не заслужил этого?	я заслужить это
Так вышло.	так выйти
Так вышло?	так выйти
Ты настолько не ценила меня, что не удостоила звонком?	ты настолько ценить я удостоить звонок
Почему?	почему
Не могла я.	не мочь я
Объясни, почему не могла? Почему?	объяснить почему мочь почему
Послушай, Джон. Потому что не могла!	послушать джон потому мочь
Мне нужен ответ!	я нужный ответ
Да просто услышав твой голос, я изменила бы решение.	да просто услышать твой голос изменить решение
Ты это хотел услышать, Джон?	ты это хотеть услышать джон
Ты поэтому и приехал, чтобы услышать это?	ты поэтому приехать услышать это
Думаешь, тебе одному было плохо?	думать ты один плохо
А мне, каково мне было здесь без тебя?	а я каков ты
Когда любой новый день был как чертов марафон на выживание в одиночку.	когда люба новый день чертовый марафон выживание одиночка
Тим болел!	тим болеть
Я была ему нужна.	я нужный
Нужна была, чтобы помочь.	нужный быть помочь
Помочь по дому, помочь с Аланом, да в чем угодно!	помочь дом помочь алан угодный
А в одиночку я даже не понимала, что происходит!	а одиночка понимать происходить
Я не планировала это.	я планировать это
Я не думала, что со мной такое случится. Но случилось!	я думать я такой случиться но случиться
Ты что, думаешь, что я не пыталась?	ты что думать пытаться
Сотни раз я брала трубку и набирала твой номер!	сотня брать трубка набирать твой номер
Ты думаешь, мне легко сейчас стоять здесь и все это рассказывать?	ты думать легко стоять это рассказывать
У меня не было выбора.	у выбор
Я сохранила каждое твое письмо.	я сохранить каждый твой письмо
Куда тебя только ни заносило.	куда заносить
Желтые конверты вроде из Африки. Откуда-то оттуда.	жёлтый конверт вроде африка откудато оттуда
Правда?	правда
А вот и самое первое. Твое первое письмо ко мне.	а самый первое твой первое письмо к я
Счет Тима за воду.	счёт тим вода
Возьму.	взять
Извини.	извинить
Все нормально.	весь нормальный
Надеялась, пятно будет заметней.	надеяться пятно заметный
Сварю кофе.	сварить кофе
Я пошел.	я пойти
До скорой встречи?	до скора встреча
Ответь.	ответить
Когда я говорю это, ты всегда отвечаешь. Помнишь?	когда говорить это отвечать помнить
Джон!	джон
Скажи так.	сказать так
До свидания, Саванна.	до свидание саванна
Меня вы вряд ли помните, но, может, помните моего отца.	я вряд помнить но мочь помнить мой отец
Билла Тайри.	билл тайри
Ну да, разумеется.	ну да разумеется
Давно его не видел. Как он?	давно видеть как он
Он недавно умер.	он недавно умереть
Соболезную.	соболезновать
Я думаю, вы предлагали ему продать его коллекцию, правильно?	я думать предлагать продать коллекция правильно
Да еще сколько раз!	да сколько раз
Так из интереса, а сколько может его коллекция стоить?	так интерес сколько коллекция стоить
Такая большая?	такой большой
Не знаю, надо взглянуть.	не знать взглянуть
Значит так, у меня только одно условие.	значит так один условие
Все мулы остаются вместе.	весь мул оставаться вместе
Мне все равно, продаете вы ее, оставляете себе, но мулы все вместе.	я равно продавать она оставлять себя мул вместе
И вы продаете все его монеты?	и продавать монета
Да, сэр.	да сэр
Кроме одной.	кроме один
Если вверх никелем, остаемся в тени.	если вверх никель оставаться тенить
Если центом - поднимаемся в зону видимости на хребет.	если цент подниматься зона видимость хребет
Вверх центом.	вверх цент
Ясно. На хребет.	ясно на хребет
Сержант.	сержант
Спасибо.	спасибо
<i>Дорогой Джон.</i>	iдорогой джонi
<i>Прошло пять лет с тех пор,</i>	iпрошлый пять год тот порi
<i>как я писала письмо обычной ручкой на простой бумаге.</i>	iкак писать письмо обычный ручка простой бумагеi
<i>Но мне вдруг захотелось рассказать, что произошло с нашей последней встречи.</i>	iно захотеться рассказать произойти наш последний встречиi
<i>Спустя несколько недель Тим получил анонимное пожертвование,</i>	iспустить несколько неделя тим получить анонимный пожертвованиеi
<i>а вместе с ним и то, что не могла дать страховая компания.</i>	iа вместе то мочь дать страховой компанияi
<i>Время.</i>	iвремяi
<i>Время вернуться, наконец, домой.</i>	iвремя вернуться наконец домойi
<i>Время побыть с сыном.</i>	iвремя побыть сыномi
<i>Время попрощаться.</i>	iвремя попрощатьсяi
<i>У времени только одна проблема -</i>	iу время один проблема i
<i>будь это первые две недели, проведенные с тобой</i>	iбыть это один два неделя провести тобойi
<i>или последние два месяца, проведенные с Тимом,</i>	iить последний месяц провести тимомi
<i>рано или поздно оно истекает.</i>	iрано поздно оно истекаетi
<i>Не представляю, в какой точке земли ты сейчас находишься, Джон.</i>	iне представлять точка земля находиться джонi
<i>Я лишилась права знать, где ты, много лет назад.</i>	iя лишиться право знать ты год назадi
<i>Но неважно сколько лет пройдет.</i>	iно неважно сколько год пройдетi
<i>Одно точно останется неизменным -</i>	iодно точно остаться неизменный i
